iso_code,preferred_source,preferred_recent_date,positive_rate,positive_rate_prev,new_tests_daily7,new_tests_daily7_prev,new_tests_daily7_1k,new_tests_daily7_1k_prev,flag_negative_tests_previous7,flag_increase_tests_previous7,flag_negative_cases_previous7,owid_date,owid_new_cases,owid_new_cases_daily7,owid_total_tests_orig,owid_total_tests_int,owid_new_tests_orig,owid_new_tests_int,owid_tests_daily7,owid_tests_daily7_prev,owid_tests_daily7_1k,owid_tests_daily7_1k_prev,owid_positive_rate,owid_positive_rate_prev,owid_flag_negative_tests,owid_flag_increase_tests,owid_flag_negative_cases,owid_flag_negative_tests_prev7,owid_flag_increase_tests_prev7,owid_flag_negative_cases_prev7,owid_tests_units,owid_test_definition,owid_case_definition,owid_posrate_definition,find_date,find_new_cases,find_new_cases_daily7,find_total_tests,find_total_tests_int,find_new_tests_orig,find_new_tests_int,find_tests_daily7,find_tests_daily7_prev,find_tests_daily7_1k,find_tests_daily7_1k_prev,find_positive_rate,find_positive_rate_prev,find_flag_negative_tests,find_flag_increase_tests,find_flag_negative_cases,find_flag_negative_tests_prev7,find_flag_increase_tests_prev7,find_flag_negative_cases_prev7,find_tests_units,find_test_definition,find_case_definition,find_posrate_definition
GTM,OWID,2022-02-11,0.2567,0.2575,13557,11137,0.743,0.61,0,0,0,2022-02-11,4276,3480.42857142857,3752906,3752906,15530,15530,13557,11137,0.743,0.61,0.2567,0.2575,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-16,4743,3421.71428571429,3781718,3781718,16081,16081,13842,11574.8571428571,0.772605492297388,0.646062577743757,0.247197968914484,0.276671109794629,0,0,0,0,0,0,People,Not specified,,
GUY,,,,,,,,,,,,2022-01-21,892,938.857142857143,442695,442695,,2771.45000000001,2771,2771,3.506,3.506,0.3388,0.3004,0,0,0,0,0,0,tests performed,,,,2021-07-01,87,82.4285714285714,188859,188859,3212,1070.66666666666,1076.95238095238,1081.66666666667,1.36842742179464,1.37441761965269,0.0765387336399011,0.109883337001981,0,0,0,0,0,0,People,Not specified,,
HKG,,,,,,,,,,,,2022-02-08,150,192.428571428571,36260319,36260319,,208442.75,208443,148763,27.598,19.696,0.0015,,0,0,0,0,0,0,tests performed,Unclear,Unclear,Directly from source,2021-12-14,,,29296086,29296086,756538,54038.4285714291,54038.4285714286,54038.4285714286,7.20800701232874,7.20800701232874,,,0,0,,0,0,,Samples,Not specified,,
HRV,OWID,2022-02-20,0.4064,0.3976,8189,12264,2.006,3.005,0,0,0,2022-02-20,2055,3328.14285714286,,4464710.33333333,,6147.66666666605,8189,12264,2.006,3.005,0.4064,0.3976,0,0,0,0,0,0,people tested,unclear,unclear,7-day cases / tests,2022-02-23,3774,2790.85714285714,4496130,4496130,7862,7862,7538.14285714286,9658.42857142857,1.83633199930398,2.35284496258918,0.370231394621639,0.430549187238386,0,0,0,0,0,0,People,Not specified,,
HUN,OWID,2022-02-18,0.3014,0.3561,23905,31753,2.481,3.296,0,0,0,2022-02-18,7480,7204.71428571429,10146214,10146214,27023,27023,23905,31753,2.481,3.296,0.3014,0.3561,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,6286,5542.57142857143,10686340,10686340,17290,17290,21091.7142857143,26332,2.18340727595386,2.72587991718427,0.262784302569729,0.319106573208047,0,0,0,0,0,0,Samples,Not specified,,
IDN,OWID,2022-02-20,0.1766,0.1646,315313,252894,1.141,0.915,0,0,0,2022-02-20,48484,55675.2857142857,54178913,54178913,265769,265769,315313,252894,1.141,0.915,0.1766,0.1646,0,0,0,0,0,0,people tested,PCR + rapid molecular + antigen,Unclear,7-day cases / tests,2022-02-23,61488,54979.4285714286,82452848,82452848,519532,519532,492567.142857143,474255,1.80081873202038,1.73386978839151,0.111618140529065,0.102148181282824,0,0,0,0,0,0,Samples and People,PCR and rapid test,,
IND,OWID,2022-02-20,0.0202,0.0373,1225627,1506960,0.88,1.081,0,0,0,2022-02-20,16051,24712.8571428571,759315246,759315246,1187766,1187766,1225627,1506960,0.88,1.081,0.0202,0.0373,0,0,0,0,0,0,samples tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,14148,18123.4285714286,762414018,762414018,1183438,1183438,1161291.28571429,1371461.28571429,0.841512985262569,0.99380964527225,0.0156062727709881,0.0287758760754561,0,0,0,0,0,0,Samples,Not specified,,
IRL,FIND,2022-02-23,0.277998671428984,,14838.7142857143,16254.4285714286,3.00500491812764,3.2917028293699,0,0,,2022-02-18,4795,3188.28571428571,11251892,11251892,18116,18116,16422,17096,3.296,3.431,0.1941,0.3083,0,0,1,0,0,1,tests performed,PCR,PCR,7-day cases / tests,2022-02-23,4121,4125.14285714286,11317728,11317728,14993,14993,14838.7142857143,16254.4285714286,3.00500491812764,3.2917028293699,0.277998671428984,,0,0,0,0,0,,Samples,Not specified,,
IRN,OWID,2022-02-20,0.242,0.3454,80388,93879,0.945,1.104,0,0,0,2022-02-20,16967,19455.2857142857,,46623059.3333333,,78460.6666666716,80388,93879,0.945,1.104,0.242,0.3454,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-14,28956,30876.5714285714,46144867,46144867,82164,82164,91290.2857142857,,1.08687968895367,,0.338224063896644,,0,0,0,0,,0,Samples,Not specified,,
IRQ,OWID,2022-02-16,0.1465,0.2234,20171,23503,0.49,0.571,0,0,0,2022-02-16,2639,2954.28571428571,17787528,17787528,20703,20703,20171,23503,0.49,0.571,0.1465,0.2234,0,0,0,0,0,0,samples tested,unclear,unclear,7-day cases / tests,2022-02-15,2984,3246,17766825,17766825,22075,22075,20740.7142857143,24173.2857142857,0.515643146600559,0.600981670046633,0.156503771050728,0.238521862977431,0,0,0,0,0,0,Not specified,Not specified,,
ISR,OWID,2022-02-20,0.1866,0.2405,97034,136359,10.444,14.676,0,0,0,2022-02-20,17803,18108.8571428571,48219036,48219036,93800,93800,97034,136359,10.444,14.676,0.1866,0.2405,0,0,0,0,0,0,tests performed,unclear,unclear,7-day cases / tests,2022-01-23,0,60065.5714285714,44553691,44553691,415147,415147,414851.571428572,401371.714285714,47.9264754423026,46.3691906522313,0.144788101493099,0.102878628360885,0,0,0,0,0,0,Samples,Not specified,,
ITA,OWID,2022-02-20,0.1057,0.107,492564,646010,8.159,10.701,0,0,0,2022-02-20,42202,52042.8571428572,184146508,184146508,372776,372776,492564,646010,8.159,10.701,0.1057,0.107,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,49162,48345,185461360,185461360,479447,479447,461155.285714286,561820.285714286,7.62719204978806,9.29212208849006,0.1048345351287,0.106263517922101,0,0,0,0,0,0,Samples and People,PCR and rapid test,,
JAM,OWID,2022-02-19,0.0483,0.0812,1864,1943,0.627,0.653,0,0,0,2022-02-19,80,90,835015,835015,2630,2630,1864,1943,0.627,0.653,0.0483,0.0812,0,0,0,0,0,0,samples tested,PCR + antigen,PCR + antigen,7-day cases / tests,2021-09-23,435,486.428571428572,591957,591957,1510,1510,1717.28571428571,1689.85714285714,0.579968157475756,0.570704877695759,0.283254304966309,0.336630315326739,0,0,0,0,0,0,Samples,PCR and rapid test,,
JOR,OWID,2022-02-20,0.2426,0.2603,60385,75866,5.88,7.388,0,0,0,2022-02-20,10085,14649.5714285714,15967864,15967864,,60385.4285714291,60385,75866,5.88,7.388,0.2426,0.2603,0,0,0,0,0,0,tests performed,unclear,unclear,7-day cases / tests,2021-12-27,2024,2092.71428571429,13416659,13416659,79744,79744,42784.4285714286,46595.5384615386,4.19331849176013,4.56684685499741,0.0489129890380679,0.0765064051314632,0,0,0,0,0,0,Samples,PCR,,
JPN,OWID,2022-02-20,0.4408,0.4516,184992,193099,1.468,1.532,0,0,0,2022-02-20,71494,81545.2857142857,36102787,36102787,88843,88843,184992,193099,1.468,1.532,0.4408,0.4516,0,0,0,0,0,0,people tested,PCR,PCR,7-day cases / tests,2022-02-15,84158,83668.5714285714,35222809,35222809,177845,177845,172351,222451.571428571,1.36271703722445,1.75884413982551,0.48545451682074,0.42282654137883,0,0,0,0,0,0,Samples,PCR,,
KAZ,,,,,,,,,,,,2021-06-08,1119,1197.57142857143,11965068,11965068,52729,52729,39955,50401,2.103,2.653,0.03,0.0318,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2021-05-28,1688,1888.85714285714,11575012,11575012,304063,76015.75,65483.1785714286,64627.7357142858,3.48741431386423,3.44185629835894,0.0288449214602005,0.0347882482565258,0,0,0,0,0,0,Samples,Not specified,,
KEN,OWID,2022-02-20,0.0061,0.0079,5186,6788,0.094,0.123,0,0,0,2022-02-20,27,31.8571428571429,,3331383,,4529,5186,6788,0.094,0.123,0.0061,0.0079,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,45,33.7142857142857,3335912,3343018,0,3553,5477.28571428572,5502.42857142857,0.101863192320874,0.10233078372038,0.00615529068099424,0.00703585429810214,0,0,0,0,0,0,Not specified,Not specified,,
KHM,OWID,2022-02-20,0.1615,0.0816,2695,2923,0.159,0.172,,0,0,2022-02-20,736,435.142857142857,,2840554,,3729,2695,2923,0.159,0.172,0.1615,0.0816,0,0,0,,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,558,541.428571428572,2852348,2852348,2665,2665,2750.28571428571,2714.37142857144,0.164500610938795,0.162352498867842,0.196862663619364,0.11247013252213,0,0,0,0,0,0,People,Not specified,,
KNA,,,,,,,,,,,,2022-02-18,7,3,662750,662750,,873,85259,72,1592.257,1.345,0,0.0556,0,1,0,0,0,0,people tested,unclear,unclear,7-day cases / tests,2021-09-20,48,29.1428571428571,36602,36602,380,190,267.142857142857,273.142857142857,5.04043126684636,5.15363881401617,0.109090909090909,0.128661087866109,0,0,0,0,0,0,People,Not specified,,
KOR,OWID,2022-02-20,0.2411,0.181,386955,284388,7.542,5.543,0,0,0,2022-02-20,95347,93276.8571428572,57663663,57663663,311062,311062,386955,284388,7.542,5.543,0.2411,0.181,0,0,0,0,0,0,people tested,PCR,PCR,7-day cases / tests,2021-10-31,1686,1899.57142857143,15804065,15804065,28365,28365,42725.7142857143,40588.1428571429,0.833363519587163,0.791670265796931,0.0444596763407784,0.0339437626048424,0,0,0,0,0,0,Samples,Not specified,,
KWT,OWID,2022-02-20,0.0716,0.1156,23373,27786,5.4,6.419,0,0,0,2022-02-20,1195,1672.57142857143,7468718,7468718,22158,22158,23373,27786,5.4,6.419,0.0716,0.1156,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-14,2562,2965.14285714286,7332716,7332716,27611,27611,27235.4285714286,,6.37682710639864,,0.108870798539717,,0,0,0,0,,0,Not specified,Not specified,,
LAO,OWID,2022-02-20,0.3181,0.407,923,909,0.125,0.123,0,0,0,2022-02-20,194,293.571428571429,,972836,,385,923,909,0.125,0.123,0.3181,0.407,0,0,0,0,0,0,tests performed,unclear,unclear,7-day cases / tests,2021-07-06,56,35.1428571428571,305013,305013,1559,1559,1457.57142857143,1341.78571428571,0.200325924762428,0.184412550066756,0.0241105557189062,0.00457812084109662,1,0,0,0,0,0,People,Not specified,,
LBY,FIND,2022-02-23,0.405835449766698,0.324893646219295,4031.1904761905,8328,0.586696328946369,1.21205064764954,0,0,0,2020-11-12,919,909.142857142857,,,3864,3864,3669,3389,0.527,0.487,0.2478,0.2438,0,0,0,0,0,0,samples tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,1373,1636,2395066,2402107.33333333,0,3520.66666666698,4031.1904761905,8328,0.586696328946369,1.21205064764954,0.405835449766698,0.324893646219295,0,0,0,0,0,0,Not specified,Not specified,,
LIE,,,,,,,,,,,,2022-01-10,58,68.5714285714286,90632,90632,248,248,220,193,5.751,5.045,0.344,0.257,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,Directly from source,,,,,,,,,,,,,,,,,,,,,,,
LKA,OWID,2022-02-20,0.1227,0.1253,10151,10937,0.472,0.509,0,0,0,2022-02-20,1231,1245.85714285714,7304451,7304451,12727,12727,10151,10937,0.472,0.509,0.1227,0.1253,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2021-03-27,278,312,2357729,2357729,99713,8309.41666666651,8309.41666666664,8986.34523809528,0.388054764239791,0.419667736332848,0.0375477620771616,0.0326686122993482,0,0,0,0,0,0,Samples,PCR,,
LTU,OWID,2022-02-17,0.509,0.502,17431,24717,6.48,9.189,0,0,0,2022-02-17,6874,7817.85714285714,8012492,8012492,15070,15070,17431,24717,6.48,9.189,0.509,0.502,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,Directly from source,2022-01-26,10301,6610.14285714286,7434157,7434157,33722,33722,22486.2857142857,22866.7142857143,8.26094258423428,8.40070326440642,0.293963304617418,0.186671831170697,0,0,0,0,0,0,Samples,PCR and rapid test,,
LUX,OWID,2022-02-19,0.24,0.242,2171,3499,3.42,5.512,0,0,0,2022-02-19,0,564.714285714286,4051669,4051669,2005,2005,2171,3499,3.42,5.512,0.24,0.242,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-14,1437,838.285714285714,4039211,4039211,2366,2366,3270.71428571429,,5.22478320401643,,0.256300502293077,,0,0,0,0,,0,Samples and People,PCR,,
LVA,OWID,2022-02-20,0.4447,0.4145,21627,23613,11.584,12.648,0,0,0,2022-02-20,6776,9617.42857142857,6514973,6514973,14604,14604,21627,23613,11.584,12.648,0.4447,0.4145,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-01-24,3953,4877.14285714286,5892807,5892807,14510,14510,21726.8571428571,14587.2857142857,11.5200727162551,7.73450992273898,0.224475303771501,0.162950122905466,0,0,0,0,0,0,Not specified,Not specified,,
MAR,OWID,2022-02-20,0.0355,0.0703,15321,16107,0.41,0.431,0,0,0,2022-02-20,298,543.142857142857,10941324,10941324,15571,15571,15321,16107,0.41,0.431,0.0355,0.0703,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,357,420,10941324,10958422.6666667,0,8549.33333333209,13909.238095238,15934.2857142857,0.376831787143074,0.431694771593447,0.0301957588995325,0.0530751299982069,0,0,0,0,0,0,Not specified,Not specified,,
MDA,,,,,,,,,,,,2022-01-24,2834,3069.85714285714,,,10976,10976,12754,10349,3.169,2.572,0.2407,0.1347,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2021-06-13,39,49.1428571428572,1178531,1178531,19618,4904.5,4576.42857142857,4666.42857142857,1.1344641971811,1.15677455910475,0.010738255033557,0.00942905250267871,0,0,0,0,0,0,Samples,Not specified,,
MDG,OWID,2022-02-13,0.1728,0.2591,1166,1166,0.041,0.041,0,0,0,2022-02-13,0,201.428571428571,387097,387097,,1166.06666666665,1166,1166,0.041,0.041,0.1728,0.2591,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-12,1410,201.428571428571,387097,387097,34982,1457.58333333331,1457.58333333333,1457.58333333334,0.0526374393605623,0.0526374393605626,0.1381935199327,0.207290279899049,0,0,0,0,0,0,Not specified,Not specified,,
MDV,OWID,2022-02-20,0.2142,0.271,4010,4599,7.376,8.46,0,0,0,2022-02-20,844,858.857142857143,2156374,2156374,3996,3996,4010,4599,7.376,8.46,0.2142,0.271,0,0,0,0,0,0,samples tested,PCR + antigen,PCR + antigen,7-day cases / tests,2021-11-09,160,152.571428571429,1672391,1672391,4483,4483,4302.71428571429,3751.03896103896,7.95326115658833,6.93352857863024,0.0354593445997543,0.0332098466225808,0,0,0,0,0,0,People,Not specified,,
MEX,OWID,2022-02-19,0.451,0.553,11371,16491,0.087,0.127,0,0,0,2022-02-19,41306,17694.1428571429,14227433,14227433,2292,2292,11371,16491,0.087,0.127,0.451,0.553,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,Directly from source,2022-02-23,36980,15771,14936438,14936438,50012,25006,31793,37723.5714285714,0.246585435846525,0.292582747850212,0.49605259019281,0.578766591558897,0,0,0,0,0,0,People,Not specified,,
MKD,,,,,,,,,,,,2022-02-20,668,901.714285714286,,1868287.66666667,,3123.33333333349,3788,6201,1.819,2.977,0.238,0.2035,,0,0,,0,0,tests performed,,,7-day cases / tests,2022-01-10,813,1186.42857142857,1630947,1630947,119063,4960.95833333326,4960.95833333332,4960.95833333336,2.38164106257001,2.38164106257002,0.239153101419297,0.0760797704936519,0,0,0,0,0,0,Samples,Not specified,,
MLT,OWID,2022-02-20,0.0527,0.0758,1756,1917,3.402,3.714,0,0,0,2022-02-20,77,92.5714285714286,1726537,1726537,1623,1623,1756,1917,3.402,3.714,0.0527,0.0758,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2021-09-06,37,55.5714285714286,1211456,1211456,2601,2601,3465.42857142857,3178.71428571429,7.84033613445378,7.19166127989657,0.0160359469041141,0.0131230057076086,0,0,0,0,0,0,Samples,Not specified,,
MMR,OWID,2022-02-20,0.0884,0.0526,30531,24094,0.557,0.44,0,0,0,2022-02-20,3303,2699.42857142857,,6903875.66666667,,32107.333333334,30531,24094,0.557,0.44,0.0884,0.0526,0,0,0,0,0,0,samples tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,3381,3134.85714285714,7000400,7000400,31330,31330,32205,25676.2857142857,0.591894872266128,0.471903799196576,0.0973406968749307,0.0721455039113356,0,0,0,0,0,0,Samples,Not specified,,
MNG,OWID,2022-02-17,0.3443,0.15,12099,10883,3.634,3.269,0,0,0,2022-02-17,2454,4165.28571428572,,7072380.5,,10047.5,12099,10883,3.634,3.269,0.3443,0.15,0,0,0,0,0,0,samples tested,PCR,PCR,7-day cases / tests,,,,,,,,,,,,,,,,,,,,,,,
MOZ,OWID,2022-02-20,0.0231,0.029,1237,1791,0.038,0.056,0,0,0,2022-02-20,21,28.5714285714286,,1258200,,1371,1237,1791,0.038,0.056,0.0231,0.029,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,46,27.4285714285714,1259571,1261783,0,1106,1160.14285714286,1809.64285714286,0.0371186324473798,0.0578993075393651,0.0236424085703731,0.0234458259325044,0,0,0,0,0,0,Not specified,Not specified,,
MRT,OWID,2022-02-20,0.003,0.0086,2032,1841,0.426,0.386,0,0,0,2022-02-20,7,6,,873667.333333333,,1807.66666666674,2032,1841,0.426,0.386,0.003,0.0086,0,0,0,0,0,0,tests performed,Unclear,PCR,7-day cases / tests,2022-02-23,3,5.28571428571429,875475,877957,0,1241,1740.71428571429,1807.28571428571,0.374347158218126,0.388663594470046,0.00303652031185884,0.00450557268200142,0,0,0,0,0,0,Samples,Not specified,,
MWI,OWID,2022-02-20,0.0464,0.0481,597,630,0.03,0.032,0,0,0,2022-02-20,14,27.7142857142857,,541849,,643,597,630,0.03,0.032,0.0464,0.0481,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2022-02-23,19,21.5714285714286,542492,543202,0,355,516.357142857143,594.142857142857,0.0269920095586588,0.0310581734000448,0.0417761792779084,0.0459245010819909,0,0,0,0,0,0,Not specified,Not specified,,
MYS,OWID,2022-02-19,0.0982,0.0752,255487,218456,7.795,6.665,0,0,0,2022-02-19,28825,25097.8571428571,49215870,49215870,221480,221480,255487,218456,7.795,6.665,0.0982,0.0752,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,7-day cases / tests,2021-06-16,5150,5590.71428571429,13522560,13522560,162231,81115.5,85062.2063492063,93818.2222222223,2.62813465825886,2.89866595261145,0.0657250090923189,0.0711497478744779,0,0,0,0,0,0,People,Not specified,,
NAM,OWID,2022-02-20,0.0327,0.0504,1070,1117,0.414,0.432,0,0,0,2022-02-20,28,35,,944920.666666667,,1253.33333333326,1070,1117,0.414,0.432,0.0327,0.0504,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,26,26.8571428571429,946174,947756.666666667,0,791.333333333256,976.095238095233,1216.85714285714,0.38413822829407,0.478889076291674,0.0275148795004392,0.0414416529701808,0,0,0,0,0,0,Not specified,Not specified,,
NER,OWID,2022-02-20,0.0097,,398,,0.016,,,0,0,2022-02-20,4,3.85714285714286,,225437.666666667,,681.333333333314,398,,0.016,,0.0097,,0,0,0,,0,0,tests performed,,,,2022-02-23,3,3.14285714285714,226119,226491.666666667,0,186.333333333314,396.095238095237,411,0.0163628387695806,0.0169785599206841,0.00793459966338065,0.00834202294056309,0,0,0,0,0,0,Not specified,Not specified,,
NGA,OWID,2022-02-18,0.0092,0.0094,4619,5812,0.022,0.027,0,0,0,2022-02-18,84,42.5714285714286,4233363,4233363,,4618.58333333302,4619,5812,0.022,0.027,0.0092,0.0094,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-23,0,30.7142857142857,4233363,4305584.14285714,0,12036.8571428573,11109.0632653061,5542.30000000001,0.0538908667182792,0.0268860968273989,0.0027647952829837,0.0067532561262601,0,0,0,0,0,0,Samples,Not specified,,
NLD,OWID,2022-02-19,0.579,0.577,79195,124371,4.612,7.242,0,0,0,2022-02-19,33600,53120.8571428572,27725158,27725158,59626,59626,79195,124371,4.612,7.242,0.579,0.577,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-01-25,54657,57369,28622957,28622957,462635,231317.5,209439.571428571,152061,12.2229105006461,8.87429238400934,0.273916717880439,0.207971049212393,0,0,0,0,0,0,Samples,Not specified,,
NOR,OWID,2022-02-19,0.683,0.723,19267,28771,3.525,5.264,0,0,0,2022-02-19,9559,14912,10616343,10616343,7207,7207,19267,28771,3.525,5.264,0.683,0.723,0,0,0,0,0,0,people tested,PCR,PCR,7-day cases / tests,2022-01-22,13337,15023,9852076,9852076,77847,25949,26722.6666666666,24469.511904762,4.92947180716963,4.51383728182291,0.56218191797226,0.377174900349754,0,0,0,0,0,0,People,Not specified,,
NPL,OWID,2022-02-18,0.0645,0.1349,6624,8495,0.223,0.286,0,0,0,2022-02-18,275,427.285714285714,5369664,5369664,5133,5133,6624,8495,0.223,0.286,0.0645,0.1349,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-23,256,266.857142857143,5396706,5396706,5103,5103,5600.42857142857,7705.85714285714,0.192210199108644,0.264469819914787,0.0476494145856185,0.0747297973712019,0,0,0,0,0,0,Not specified,Not specified,,
NZL,OWID,2022-02-20,0.0609,0.0255,27568,20094,5.378,3.92,0,0,0,2022-02-20,2230,1677.71428571429,,6485134.33333333,,28525.666666666,27568,20094,5.378,3.92,0.0609,0.0255,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-23,6128,2917.57142857143,6565561,6565561,27550,27550,28951.7142857143,23480.4285714286,6.00408840433726,4.86943769627303,0.100773702026033,0.0378004782098161,0,0,0,0,0,0,Samples,PCR,,
OMN,,,,,,,,,,,,2020-07-30,590,930.428571428572,,,1940,1940,2580,4206,0.494,0.805,0.3606,0.3421,0,0,0,0,0,0,units unclear,PCR,PCR,7-day cases / tests,2020-08-05,1127,245.285714285714,308333,308333,2682,447,660.285714285714,2781,0.129290329799435,0.54454670060701,0.371484205971441,0.3607130014897,0,0,0,0,0,0,People,Not specified,,
PAK,OWID,2022-02-20,0.0445,0.0615,49140,53973,0.218,0.24,0,0,0,2022-02-20,1360,2188.42857142857,,26090007.6666667,,46414.3333333358,49140,53973,0.218,0.24,0.0445,0.0615,0,0,0,0,0,0,tests performed,unclear,unclear,7-day cases / tests,2022-02-23,1455,1576.42857142857,26258701,26258701,42396,42396,44533.2142857143,52184.0714285714,0.20160627947465,0.23624246884709,0.0353989397961393,0.0553480331299781,0,0,0,0,0,0,Samples,Not specified,,
PAN,OWID,2022-02-20,0.1261,0.1634,8955,13503,2.044,3.082,0,0,0,2022-02-20,1625,1129.42857142857,5457948,5457948,6377,6377,8955,13503,2.044,3.082,0.1261,0.1634,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-14,0,2205.85714285714,5404570,5404570,5755,5755,11920.5714285714,,2.76258897533521,,0.185046258568621,,0,0,0,0,,0,Samples,Not specified,,
PER,OWID,2022-02-20,0.126,0.129,63759,84283,1.911,2.527,0,0,0,2022-02-20,5021,7189.85714285714,26969707,26969707,,59918,63759,84283,1.911,2.527,0.126,0.129,0,0,0,0,0,0,tests performed,PCR,PCR + antibody,Directly from source,2022-02-20,5021,7189.85714285714,26969707,26969707,1036293,69086.1999999993,69086.1999999998,69086.2000000003,2.09529904161106,2.09529904161107,0.104070815052169,0.169955380793435,0,0,0,0,0,0,Samples,Not specified,,
PHL,OWID,2022-02-11,0.1636,0.2867,31988,41112,0.288,0.37,0,0,0,2022-02-11,3062,5233.57142857143,26127209,26127209,29780,29780,31988,41112,0.288,0.37,0.1636,0.2867,0,0,0,0,0,0,people tested,PCR,PCR,7-day cases / tests,2022-02-23,1425,1587.42857142857,28100049,28100049,29239,29239,28037.4285714286,30144.4285714286,0.255860309464493,0.275088095303279,0.0566181940467334,0.101516034709091,0,0,0,0,0,0,Samples and People,Not specified,,
POL,OWID,2022-02-20,0.2064,0.2562,94427,118718,2.498,3.141,0,0,0,2022-02-20,13687,21767.7142857143,32301234,32301234,63340,63340,94427,118718,2.498,3.141,0.2064,0.2562,0,0,0,0,0,0,people tested,Unclear,PCR + antigen,7-day cases / tests,2022-02-14,13473,32414.8571428571,32510613,32510613,108446,108446,115923.857142857,,3.06296026482567,,0.279621968607473,,0,0,0,0,,0,Samples,Not specified,,
PRT,OWID,2022-02-20,0.1444,0.1702,101037,142134,9.937,13.979,0,0,0,2022-02-20,9360,14589.8571428571,37712155,37712155,38104,38104,101037,142134,9.937,13.979,0.1444,0.1702,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,13158,12505.7142857143,37941346,37941346,135707,135707,99022.5714285714,127511.285714286,9.71095140027179,12.5047843203183,0.126291552575315,0.150271292513044,0,0,0,0,0,0,Samples,PCR and rapid test,,
PRY,OWID,2022-02-19,0.3828,0.2466,5251,9096,0.727,1.26,0,0,0,2022-02-19,1047,2010.28571428571,2522327,2522327,3838,3838,5251,9096,0.727,1.26,0.3828,0.2466,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-23,928,1062.14285714286,2541464,2541464,6117,3058.5,3776.14285714286,6785.14285714286,0.529390558971381,0.951232701127556,0.281277191389551,0.311752568637359,0,0,0,0,0,0,Samples,Not specified,,
PSE,OWID,2022-02-18,0.4855,,8188,,1.568,,,0,0,2022-02-18,2928,3975.42857142857,,,7215,7215,8188,,1.568,,0.4855,,0,0,0,,0,0,tests performed,unclear,unclear,7-day cases / tests,2022-02-03,10374,8015.14285714286,3078533,3078533,119543,14942.875,14942.875,5684.3154761905,2.92940109782396,1.11435316137826,0.536385592273432,0.530306346305884,0,0,0,0,0,0,Samples,Not specified,,
ROU,OWID,2022-02-20,0.2339,0.2954,61875,77622,3.235,4.058,0,0,0,2022-02-20,7697,14473.5714285714,,20647172.3333333,,40870.6666666642,61875,77622,3.235,4.058,0.2339,0.2954,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,11477,11978.5714285714,20825769,20825769,62286,62286,56529.2857142857,69720.2857142857,2.93841801197036,3.62409219847623,0.21190027924843,0.269079300552002,0,0,0,0,0,0,Samples,PCR and rapid test,,
