"location","date","vaccine","total_vaccinations"
"France","2021-05-19","Moderna",2794796
"France","2021-05-19","Oxford/AstraZeneca",4495369
"France","2021-05-19","Pfizer/BioNTech",23501049
"France","2021-05-20","Johnson&Johnson",184989
"France","2021-05-20","Moderna",2868099
"France","2021-05-20","Oxford/AstraZeneca",4560862
"France","2021-05-20","Pfizer/BioNTech",24007303
"France","2021-05-21","Johnson&Johnson",197455
"France","2021-05-21","Moderna",2942011
"France","2021-05-21","Oxford/AstraZeneca",4638677
"France","2021-05-21","Pfizer/BioNTech",24492925
"France","2021-05-22","Johnson&Johnson",202356
"France","2021-05-22","Moderna",3007247
"France","2021-05-22","Oxford/AstraZeneca",4676664
"France","2021-05-22","Pfizer/BioNTech",24805019
"France","2021-05-23","Johnson&Johnson",202777
"France","2021-05-23","Moderna",3044732
"France","2021-05-23","Oxford/AstraZeneca",4679870
"France","2021-05-23","Pfizer/BioNTech",24936815
"France","2021-05-24","Johnson&Johnson",203698
"France","2021-05-24","Moderna",3063580
"France","2021-05-24","Oxford/AstraZeneca",4685365
"France","2021-05-24","Pfizer/BioNTech",25201336
"France","2021-05-25","Johnson&Johnson",211018
"France","2021-05-25","Moderna",3096311
"France","2021-05-25","Oxford/AstraZeneca",4735576
"France","2021-05-25","Pfizer/BioNTech",25689982
"France","2021-05-26","Johnson&Johnson",218449
"France","2021-05-26","Moderna",3126300
"France","2021-05-26","Oxford/AstraZeneca",4791800
"France","2021-05-26","Pfizer/BioNTech",26182695
"France","2021-05-27","Johnson&Johnson",232353
"France","2021-05-27","Moderna",3160502
"France","2021-05-27","Oxford/AstraZeneca",4874138
"France","2021-05-27","Pfizer/BioNTech",26698221
"France","2021-05-28","Johnson&Johnson",258111
"France","2021-05-28","Moderna",3203225
"France","2021-05-28","Oxford/AstraZeneca",4980200
"France","2021-05-28","Pfizer/BioNTech",27198751
"France","2021-05-29","Johnson&Johnson",268875
"France","2021-05-29","Moderna",3240743
"France","2021-05-29","Oxford/AstraZeneca",5043449
"France","2021-05-29","Pfizer/BioNTech",27528964
"France","2021-05-30","Johnson&Johnson",269695
"France","2021-05-30","Moderna",3246942
"France","2021-05-30","Oxford/AstraZeneca",5052039
"France","2021-05-30","Pfizer/BioNTech",27649861
"Germany","2020-12-27","Johnson&Johnson",0
"Germany","2020-12-27","Moderna",1
"Germany","2020-12-27","Oxford/AstraZeneca",0
"Germany","2020-12-27","Pfizer/BioNTech",24099
"Germany","2020-12-28","Johnson&Johnson",0
"Germany","2020-12-28","Moderna",1
"Germany","2020-12-28","Oxford/AstraZeneca",0
"Germany","2020-12-28","Pfizer/BioNTech",42656
"Germany","2020-12-29","Johnson&Johnson",0
"Germany","2020-12-29","Moderna",1
"Germany","2020-12-29","Oxford/AstraZeneca",0
"Germany","2020-12-29","Pfizer/BioNTech",93509
"Germany","2020-12-30","Johnson&Johnson",0
"Germany","2020-12-30","Moderna",1
"Germany","2020-12-30","Oxford/AstraZeneca",0
"Germany","2020-12-30","Pfizer/BioNTech",156535
"Germany","2020-12-31","Johnson&Johnson",0
"Germany","2020-12-31","Moderna",1
"Germany","2020-12-31","Oxford/AstraZeneca",0
"Germany","2020-12-31","Pfizer/BioNTech",206739
"Germany","2021-01-01","Johnson&Johnson",0
"Germany","2021-01-01","Moderna",1
"Germany","2021-01-01","Oxford/AstraZeneca",1
"Germany","2021-01-01","Pfizer/BioNTech",225672
"Germany","2021-01-02","Johnson&Johnson",0
"Germany","2021-01-02","Moderna",1
"Germany","2021-01-02","Oxford/AstraZeneca",1
"Germany","2021-01-02","Pfizer/BioNTech",278219
"Germany","2021-01-03","Johnson&Johnson",0
"Germany","2021-01-03","Moderna",1
"Germany","2021-01-03","Oxford/AstraZeneca",1
"Germany","2021-01-03","Pfizer/BioNTech",302117
"Germany","2021-01-04","Johnson&Johnson",0
"Germany","2021-01-04","Moderna",1
"Germany","2021-01-04","Oxford/AstraZeneca",1
"Germany","2021-01-04","Pfizer/BioNTech",350292
"Germany","2021-01-05","Johnson&Johnson",0
"Germany","2021-01-05","Moderna",2
"Germany","2021-01-05","Oxford/AstraZeneca",1
"Germany","2021-01-05","Pfizer/BioNTech",404059
"Germany","2021-01-06","Johnson&Johnson",0
"Germany","2021-01-06","Moderna",8
"Germany","2021-01-06","Oxford/AstraZeneca",3
"Germany","2021-01-06","Pfizer/BioNTech",466723
"Germany","2021-01-07","Johnson&Johnson",0
"Germany","2021-01-07","Moderna",11
"Germany","2021-01-07","Oxford/AstraZeneca",3
"Germany","2021-01-07","Pfizer/BioNTech",522800
"Germany","2021-01-08","Johnson&Johnson",0
"Germany","2021-01-08","Moderna",60
"Germany","2021-01-08","Oxford/AstraZeneca",3
"Germany","2021-01-08","Pfizer/BioNTech",585799
"Germany","2021-01-09","Johnson&Johnson",0
"Germany","2021-01-09","Moderna",60
"Germany","2021-01-09","Oxford/AstraZeneca",3
"Germany","2021-01-09","Pfizer/BioNTech",647239
"Germany","2021-01-10","Johnson&Johnson",0
"Germany","2021-01-10","Moderna",60
"Germany","2021-01-10","Oxford/AstraZeneca",3
"Germany","2021-01-10","Pfizer/BioNTech",682751
"Germany","2021-01-11","Johnson&Johnson",0
"Germany","2021-01-11","Moderna",62
"Germany","2021-01-11","Oxford/AstraZeneca",3
"Germany","2021-01-11","Pfizer/BioNTech",750347
"Germany","2021-01-12","Johnson&Johnson",0
"Germany","2021-01-12","Moderna",67
"Germany","2021-01-12","Oxford/AstraZeneca",4
"Germany","2021-01-12","Pfizer/BioNTech",833069
"Germany","2021-01-13","Johnson&Johnson",0
"Germany","2021-01-13","Moderna",865
"Germany","2021-01-13","Oxford/AstraZeneca",4
"Germany","2021-01-13","Pfizer/BioNTech",944139
"Germany","2021-01-14","Johnson&Johnson",0
"Germany","2021-01-14","Moderna",5490
"Germany","2021-01-14","Oxford/AstraZeneca",4
"Germany","2021-01-14","Pfizer/BioNTech",1022661
"Germany","2021-01-15","Johnson&Johnson",0
"Germany","2021-01-15","Moderna",10951
"Germany","2021-01-15","Oxford/AstraZeneca",9
"Germany","2021-01-15","Pfizer/BioNTech",1108785
"Germany","2021-01-16","Johnson&Johnson",0
"Germany","2021-01-16","Moderna",12732
"Germany","2021-01-16","Oxford/AstraZeneca",9
"Germany","2021-01-16","Pfizer/BioNTech",1164621
"Germany","2021-01-17","Johnson&Johnson",0
"Germany","2021-01-17","Moderna",14037
"Germany","2021-01-17","Oxford/AstraZeneca",10
"Germany","2021-01-17","Pfizer/BioNTech",1212353
"Germany","2021-01-18","Johnson&Johnson",0
"Germany","2021-01-18","Moderna",18071
"Germany","2021-01-18","Oxford/AstraZeneca",11
"Germany","2021-01-18","Pfizer/BioNTech",1290952
"Germany","2021-01-19","Johnson&Johnson",0
"Germany","2021-01-19","Moderna",21576
"Germany","2021-01-19","Oxford/AstraZeneca",25
"Germany","2021-01-19","Pfizer/BioNTech",1405256
"Germany","2021-01-20","Johnson&Johnson",0
"Germany","2021-01-20","Moderna",24340
"Germany","2021-01-20","Oxford/AstraZeneca",28
"Germany","2021-01-20","Pfizer/BioNTech",1534729
"Germany","2021-01-21","Johnson&Johnson",0
"Germany","2021-01-21","Moderna",27075
"Germany","2021-01-21","Oxford/AstraZeneca",28
"Germany","2021-01-21","Pfizer/BioNTech",1639831
"Germany","2021-01-22","Johnson&Johnson",0
"Germany","2021-01-22","Moderna",29179
"Germany","2021-01-22","Oxford/AstraZeneca",35
"Germany","2021-01-22","Pfizer/BioNTech",1741815
"Germany","2021-01-23","Johnson&Johnson",0
"Germany","2021-01-23","Moderna",29562
"Germany","2021-01-23","Oxford/AstraZeneca",36
"Germany","2021-01-23","Pfizer/BioNTech",1826438
"Germany","2021-01-24","Johnson&Johnson",0
"Germany","2021-01-24","Moderna",29806
"Germany","2021-01-24","Oxford/AstraZeneca",40
"Germany","2021-01-24","Pfizer/BioNTech",1875417
"Germany","2021-01-25","Johnson&Johnson",0
"Germany","2021-01-25","Moderna",31537
"Germany","2021-01-25","Oxford/AstraZeneca",42
"Germany","2021-01-25","Pfizer/BioNTech",1965487
"Germany","2021-01-26","Johnson&Johnson",0
"Germany","2021-01-26","Moderna",33190
"Germany","2021-01-26","Oxford/AstraZeneca",48
"Germany","2021-01-26","Pfizer/BioNTech",2062551
"Germany","2021-01-27","Johnson&Johnson",0
"Germany","2021-01-27","Moderna",35146
"Germany","2021-01-27","Oxford/AstraZeneca",56
"Germany","2021-01-27","Pfizer/BioNTech",2171747
"Germany","2021-01-28","Johnson&Johnson",0
"Germany","2021-01-28","Moderna",36782
"Germany","2021-01-28","Oxford/AstraZeneca",59
"Germany","2021-01-28","Pfizer/BioNTech",2261338
"Germany","2021-01-29","Johnson&Johnson",0
"Germany","2021-01-29","Moderna",38187
"Germany","2021-01-29","Oxford/AstraZeneca",65
"Germany","2021-01-29","Pfizer/BioNTech",2369046
"Germany","2021-01-30","Johnson&Johnson",0
"Germany","2021-01-30","Moderna",39061
"Germany","2021-01-30","Oxford/AstraZeneca",66
"Germany","2021-01-30","Pfizer/BioNTech",2456705
"Germany","2021-01-31","Johnson&Johnson",0
"Germany","2021-01-31","Moderna",39438
"Germany","2021-01-31","Oxford/AstraZeneca",69
"Germany","2021-01-31","Pfizer/BioNTech",2512843
"Germany","2021-02-01","Johnson&Johnson",0
"Germany","2021-02-01","Moderna",41647
"Germany","2021-02-01","Oxford/AstraZeneca",121
"Germany","2021-02-01","Pfizer/BioNTech",2631221
"Germany","2021-02-02","Johnson&Johnson",0
"Germany","2021-02-02","Moderna",44514
"Germany","2021-02-02","Oxford/AstraZeneca",134
"Germany","2021-02-02","Pfizer/BioNTech",2760099
"Germany","2021-02-03","Johnson&Johnson",0
"Germany","2021-02-03","Moderna",50900
"Germany","2021-02-03","Oxford/AstraZeneca",157
"Germany","2021-02-03","Pfizer/BioNTech",2913383
"Germany","2021-02-04","Johnson&Johnson",0
"Germany","2021-02-04","Moderna",56770
"Germany","2021-02-04","Oxford/AstraZeneca",163
"Germany","2021-02-04","Pfizer/BioNTech",3039279
"Germany","2021-02-05","Johnson&Johnson",0
"Germany","2021-02-05","Moderna",63165
"Germany","2021-02-05","Oxford/AstraZeneca",171
"Germany","2021-02-05","Pfizer/BioNTech",3177726
"Germany","2021-02-06","Johnson&Johnson",0
"Germany","2021-02-06","Moderna",65692
"Germany","2021-02-06","Oxford/AstraZeneca",172
"Germany","2021-02-06","Pfizer/BioNTech",3275404
"Germany","2021-02-07","Johnson&Johnson",0
"Germany","2021-02-07","Moderna",68089
"Germany","2021-02-07","Oxford/AstraZeneca",174
"Germany","2021-02-07","Pfizer/BioNTech",3327280
"Germany","2021-02-08","Johnson&Johnson",0
"Germany","2021-02-08","Moderna",72061
"Germany","2021-02-08","Oxford/AstraZeneca",199
"Germany","2021-02-08","Pfizer/BioNTech",3433232
"Germany","2021-02-09","Johnson&Johnson",0
"Germany","2021-02-09","Moderna",75995
"Germany","2021-02-09","Oxford/AstraZeneca",313
"Germany","2021-02-09","Pfizer/BioNTech",3563106
"Germany","2021-02-10","Johnson&Johnson",0
"Germany","2021-02-10","Moderna",80007
"Germany","2021-02-10","Oxford/AstraZeneca",7349
"Germany","2021-02-10","Pfizer/BioNTech",3704001
"Germany","2021-02-11","Johnson&Johnson",2
"Germany","2021-02-11","Moderna",87153
"Germany","2021-02-11","Oxford/AstraZeneca",22789
"Germany","2021-02-11","Pfizer/BioNTech",3822597
"Germany","2021-02-12","Johnson&Johnson",4
"Germany","2021-02-12","Moderna",96972
"Germany","2021-02-12","Oxford/AstraZeneca",37211
"Germany","2021-02-12","Pfizer/BioNTech",3955867
"Germany","2021-02-13","Johnson&Johnson",5
"Germany","2021-02-13","Moderna",100159
"Germany","2021-02-13","Oxford/AstraZeneca",50089
"Germany","2021-02-13","Pfizer/BioNTech",4047554
"Germany","2021-02-14","Johnson&Johnson",6
"Germany","2021-02-14","Moderna",102604
"Germany","2021-02-14","Oxford/AstraZeneca",57347
"Germany","2021-02-14","Pfizer/BioNTech",4103136
"Germany","2021-02-15","Johnson&Johnson",7
"Germany","2021-02-15","Moderna",107574
"Germany","2021-02-15","Oxford/AstraZeneca",72157
"Germany","2021-02-15","Pfizer/BioNTech",4210228
"Germany","2021-02-16","Johnson&Johnson",8
"Germany","2021-02-16","Moderna",113350
"Germany","2021-02-16","Oxford/AstraZeneca",95805
"Germany","2021-02-16","Pfizer/BioNTech",4317512
"Germany","2021-02-17","Johnson&Johnson",9
"Germany","2021-02-17","Moderna",121135
"Germany","2021-02-17","Oxford/AstraZeneca",115542
"Germany","2021-02-17","Pfizer/BioNTech",4439311
"Germany","2021-02-18","Johnson&Johnson",10
"Germany","2021-02-18","Moderna",129121
"Germany","2021-02-18","Oxford/AstraZeneca",139258
"Germany","2021-02-18","Pfizer/BioNTech",4550366
"Germany","2021-02-19","Johnson&Johnson",11
"Germany","2021-02-19","Moderna",139096
"Germany","2021-02-19","Oxford/AstraZeneca",164694
"Germany","2021-02-19","Pfizer/BioNTech",4669639
"Germany","2021-02-20","Johnson&Johnson",12
"Germany","2021-02-20","Moderna",143623
"Germany","2021-02-20","Oxford/AstraZeneca",186353
"Germany","2021-02-20","Pfizer/BioNTech",4756897
"Germany","2021-02-21","Johnson&Johnson",13
"Germany","2021-02-21","Moderna",146851
"Germany","2021-02-21","Oxford/AstraZeneca",201650
"Germany","2021-02-21","Pfizer/BioNTech",4824523
"Germany","2021-02-22","Johnson&Johnson",14
"Germany","2021-02-22","Moderna",155976
"Germany","2021-02-22","Oxford/AstraZeneca",226785
"Germany","2021-02-22","Pfizer/BioNTech",4950678
"Germany","2021-02-23","Johnson&Johnson",15
"Germany","2021-02-23","Moderna",163134
"Germany","2021-02-23","Oxford/AstraZeneca",254277
"Germany","2021-02-23","Pfizer/BioNTech",5083202
"Germany","2021-02-24","Johnson&Johnson",16
"Germany","2021-02-24","Moderna",170910
"Germany","2021-02-24","Oxford/AstraZeneca",289683
"Germany","2021-02-24","Pfizer/BioNTech",5216051
"Germany","2021-02-25","Johnson&Johnson",16
"Germany","2021-02-25","Moderna",177613
"Germany","2021-02-25","Oxford/AstraZeneca",341248
"Germany","2021-02-25","Pfizer/BioNTech",5347269
"Germany","2021-02-26","Johnson&Johnson",16
"Germany","2021-02-26","Moderna",186448
"Germany","2021-02-26","Oxford/AstraZeneca",402030
"Germany","2021-02-26","Pfizer/BioNTech",5487588
"Germany","2021-02-27","Johnson&Johnson",16
"Germany","2021-02-27","Moderna",190650
"Germany","2021-02-27","Oxford/AstraZeneca",453557
"Germany","2021-02-27","Pfizer/BioNTech",5580419
"Germany","2021-02-28","Johnson&Johnson",16
"Germany","2021-02-28","Moderna",194601
"Germany","2021-02-28","Oxford/AstraZeneca",495272
"Germany","2021-02-28","Pfizer/BioNTech",5642815
"Germany","2021-03-01","Johnson&Johnson",16
"Germany","2021-03-01","Moderna",204010
"Germany","2021-03-01","Oxford/AstraZeneca",553090
"Germany","2021-03-01","Pfizer/BioNTech",5771479
"Germany","2021-03-02","Johnson&Johnson",16
"Germany","2021-03-02","Moderna",214175
"Germany","2021-03-02","Oxford/AstraZeneca",622443
"Germany","2021-03-02","Pfizer/BioNTech",5912104
"Germany","2021-03-03","Johnson&Johnson",16
"Germany","2021-03-03","Moderna",228018
"Germany","2021-03-03","Oxford/AstraZeneca",695500
"Germany","2021-03-03","Pfizer/BioNTech",6069027
"Germany","2021-03-04","Johnson&Johnson",16
"Germany","2021-03-04","Moderna",242073
"Germany","2021-03-04","Oxford/AstraZeneca",782592
"Germany","2021-03-04","Pfizer/BioNTech",6211445
"Germany","2021-03-05","Johnson&Johnson",16
"Germany","2021-03-05","Moderna",255403
"Germany","2021-03-05","Oxford/AstraZeneca",891416
"Germany","2021-03-05","Pfizer/BioNTech",6358725
"Germany","2021-03-06","Johnson&Johnson",16
"Germany","2021-03-06","Moderna",263994
"Germany","2021-03-06","Oxford/AstraZeneca",974550
"Germany","2021-03-06","Pfizer/BioNTech",6469501
"Germany","2021-03-07","Johnson&Johnson",16
"Germany","2021-03-07","Moderna",270722
"Germany","2021-03-07","Oxford/AstraZeneca",1035721
"Germany","2021-03-07","Pfizer/BioNTech",6551984
"Germany","2021-03-08","Johnson&Johnson",16
"Germany","2021-03-08","Moderna",281729
"Germany","2021-03-08","Oxford/AstraZeneca",1128242
"Germany","2021-03-08","Pfizer/BioNTech",6687722
"Germany","2021-03-09","Johnson&Johnson",16
"Germany","2021-03-09","Moderna",294586
"Germany","2021-03-09","Oxford/AstraZeneca",1225758
"Germany","2021-03-09","Pfizer/BioNTech",6827867
"Germany","2021-03-10","Johnson&Johnson",16
"Germany","2021-03-10","Moderna",306039
"Germany","2021-03-10","Oxford/AstraZeneca",1340597
"Germany","2021-03-10","Pfizer/BioNTech",6985524
"Germany","2021-03-11","Johnson&Johnson",16
"Germany","2021-03-11","Moderna",319265
"Germany","2021-03-11","Oxford/AstraZeneca",1460272
"Germany","2021-03-11","Pfizer/BioNTech",7134652
"Germany","2021-03-12","Johnson&Johnson",16
"Germany","2021-03-12","Moderna",336838
"Germany","2021-03-12","Oxford/AstraZeneca",1614299
"Germany","2021-03-12","Pfizer/BioNTech",7287614
"Germany","2021-03-13","Johnson&Johnson",16
"Germany","2021-03-13","Moderna",346586
"Germany","2021-03-13","Oxford/AstraZeneca",1736596
"Germany","2021-03-13","Pfizer/BioNTech",7402316
"Germany","2021-03-14","Johnson&Johnson",16
"Germany","2021-03-14","Moderna",351733
"Germany","2021-03-14","Oxford/AstraZeneca",1813158
"Germany","2021-03-14","Pfizer/BioNTech",7491831
"Germany","2021-03-15","Johnson&Johnson",16
"Germany","2021-03-15","Moderna",364149
"Germany","2021-03-15","Oxford/AstraZeneca",1896750
"Germany","2021-03-15","Pfizer/BioNTech",7644262
"Germany","2021-03-16","Johnson&Johnson",16
"Germany","2021-03-16","Moderna",375259
"Germany","2021-03-16","Oxford/AstraZeneca",1898676
"Germany","2021-03-16","Pfizer/BioNTech",7810401
"Germany","2021-03-17","Johnson&Johnson",16
"Germany","2021-03-17","Moderna",393295
"Germany","2021-03-17","Oxford/AstraZeneca",1900095
"Germany","2021-03-17","Pfizer/BioNTech",7996194
"Germany","2021-03-18","Johnson&Johnson",16
"Germany","2021-03-18","Moderna",411522
"Germany","2021-03-18","Oxford/AstraZeneca",1901671
"Germany","2021-03-18","Pfizer/BioNTech",8171102
"Germany","2021-03-19","Johnson&Johnson",16
"Germany","2021-03-19","Moderna",432118
"Germany","2021-03-19","Oxford/AstraZeneca",1940413
"Germany","2021-03-19","Pfizer/BioNTech",8355751
"Germany","2021-03-20","Johnson&Johnson",16
"Germany","2021-03-20","Moderna",447450
"Germany","2021-03-20","Oxford/AstraZeneca",2008835
"Germany","2021-03-20","Pfizer/BioNTech",8492276
"Germany","2021-03-21","Johnson&Johnson",16
"Germany","2021-03-21","Moderna",456669
"Germany","2021-03-21","Oxford/AstraZeneca",2061082
"Germany","2021-03-21","Pfizer/BioNTech",8596911
"Germany","2021-03-22","Johnson&Johnson",16
"Germany","2021-03-22","Moderna",480352
"Germany","2021-03-22","Oxford/AstraZeneca",2137937
"Germany","2021-03-22","Pfizer/BioNTech",8762615
"Germany","2021-03-23","Johnson&Johnson",16
"Germany","2021-03-23","Moderna",500623
"Germany","2021-03-23","Oxford/AstraZeneca",2235475
"Germany","2021-03-23","Pfizer/BioNTech",8942948
"Germany","2021-03-24","Johnson&Johnson",16
"Germany","2021-03-24","Moderna",533827
"Germany","2021-03-24","Oxford/AstraZeneca",2339180
"Germany","2021-03-24","Pfizer/BioNTech",9140180
"Germany","2021-03-25","Johnson&Johnson",16
"Germany","2021-03-25","Moderna",561175
"Germany","2021-03-25","Oxford/AstraZeneca",2460969
"Germany","2021-03-25","Pfizer/BioNTech",9328657
"Germany","2021-03-26","Johnson&Johnson",16
"Germany","2021-03-26","Moderna",597597
"Germany","2021-03-26","Oxford/AstraZeneca",2597631
"Germany","2021-03-26","Pfizer/BioNTech",9530529
"Germany","2021-03-27","Johnson&Johnson",16
"Germany","2021-03-27","Moderna",625000
"Germany","2021-03-27","Oxford/AstraZeneca",2705105
"Germany","2021-03-27","Pfizer/BioNTech",9682517
"Germany","2021-03-28","Johnson&Johnson",18
"Germany","2021-03-28","Moderna",643523
"Germany","2021-03-28","Oxford/AstraZeneca",2765760
"Germany","2021-03-28","Pfizer/BioNTech",9800248
"Germany","2021-03-29","Johnson&Johnson",18
"Germany","2021-03-29","Moderna",669565
"Germany","2021-03-29","Oxford/AstraZeneca",2860746
"Germany","2021-03-29","Pfizer/BioNTech",9988105
"Germany","2021-03-30","Johnson&Johnson",18
"Germany","2021-03-30","Moderna",695924
"Germany","2021-03-30","Oxford/AstraZeneca",2947036
"Germany","2021-03-30","Pfizer/BioNTech",10204088
"Germany","2021-03-31","Johnson&Johnson",18
"Germany","2021-03-31","Moderna",734274
"Germany","2021-03-31","Oxford/AstraZeneca",3000751
"Germany","2021-03-31","Pfizer/BioNTech",10453689
"Germany","2021-04-01","Johnson&Johnson",18
"Germany","2021-04-01","Moderna",767145
"Germany","2021-04-01","Oxford/AstraZeneca",3056073
"Germany","2021-04-01","Pfizer/BioNTech",10689914
"Germany","2021-04-02","Johnson&Johnson",18
"Germany","2021-04-02","Moderna",783908
"Germany","2021-04-02","Oxford/AstraZeneca",3087962
"Germany","2021-04-02","Pfizer/BioNTech",10871463
"Germany","2021-04-03","Johnson&Johnson",18
"Germany","2021-04-03","Moderna",801109
"Germany","2021-04-03","Oxford/AstraZeneca",3129184
"Germany","2021-04-03","Pfizer/BioNTech",11045162
"Germany","2021-04-04","Johnson&Johnson",18
"Germany","2021-04-04","Moderna",812239
"Germany","2021-04-04","Oxford/AstraZeneca",3178820
"Germany","2021-04-04","Pfizer/BioNTech",11180589
"Germany","2021-04-05","Johnson&Johnson",18
"Germany","2021-04-05","Moderna",830164
"Germany","2021-04-05","Oxford/AstraZeneca",3242221
"Germany","2021-04-05","Pfizer/BioNTech",11349012
"Germany","2021-04-06","Johnson&Johnson",18
"Germany","2021-04-06","Moderna",863705
"Germany","2021-04-06","Oxford/AstraZeneca",3329402
"Germany","2021-04-06","Pfizer/BioNTech",11607299
"Germany","2021-04-07","Johnson&Johnson",18
"Germany","2021-04-07","Moderna",900010
"Germany","2021-04-07","Oxford/AstraZeneca",3429101
"Germany","2021-04-07","Pfizer/BioNTech",12149893
"Germany","2021-04-08","Johnson&Johnson",18
"Germany","2021-04-08","Moderna",935452
"Germany","2021-04-08","Oxford/AstraZeneca",3553266
"Germany","2021-04-08","Pfizer/BioNTech",12723686
"Germany","2021-04-09","Johnson&Johnson",18
"Germany","2021-04-09","Moderna",971538
"Germany","2021-04-09","Oxford/AstraZeneca",3653630
"Germany","2021-04-09","Pfizer/BioNTech",13211311
"Germany","2021-04-10","Johnson&Johnson",18
"Germany","2021-04-10","Moderna",994700
"Germany","2021-04-10","Oxford/AstraZeneca",3753139
"Germany","2021-04-10","Pfizer/BioNTech",13457294
"Germany","2021-04-11","Johnson&Johnson",18
"Germany","2021-04-11","Moderna",1012757
"Germany","2021-04-11","Oxford/AstraZeneca",3827866
"Germany","2021-04-11","Pfizer/BioNTech",13625279
"Germany","2021-04-12","Johnson&Johnson",18
"Germany","2021-04-12","Moderna",1041757
"Germany","2021-04-12","Oxford/AstraZeneca",3935858
"Germany","2021-04-12","Pfizer/BioNTech",13904858
"Germany","2021-04-13","Johnson&Johnson",18
"Germany","2021-04-13","Moderna",1068563
"Germany","2021-04-13","Oxford/AstraZeneca",4051405
"Germany","2021-04-13","Pfizer/BioNTech",14334551
"Germany","2021-04-14","Johnson&Johnson",18
"Germany","2021-04-14","Moderna",1102254
"Germany","2021-04-14","Oxford/AstraZeneca",4174811
"Germany","2021-04-14","Pfizer/BioNTech",14952377
"Germany","2021-04-15","Johnson&Johnson",18
"Germany","2021-04-15","Moderna",1138749
"Germany","2021-04-15","Oxford/AstraZeneca",4285379
"Germany","2021-04-15","Pfizer/BioNTech",15485886
"Germany","2021-04-16","Johnson&Johnson",18
"Germany","2021-04-16","Moderna",1170339
"Germany","2021-04-16","Oxford/AstraZeneca",4410552
"Germany","2021-04-16","Pfizer/BioNTech",15923578
"Germany","2021-04-17","Johnson&Johnson",18
"Germany","2021-04-17","Moderna",1192555
"Germany","2021-04-17","Oxford/AstraZeneca",4527172
"Germany","2021-04-17","Pfizer/BioNTech",16147904
"Germany","2021-04-18","Johnson&Johnson",18
"Germany","2021-04-18","Moderna",1206969
"Germany","2021-04-18","Oxford/AstraZeneca",4607560
"Germany","2021-04-18","Pfizer/BioNTech",16319711
"Germany","2021-04-19","Johnson&Johnson",19
"Germany","2021-04-19","Moderna",1238877
"Germany","2021-04-19","Oxford/AstraZeneca",4685224
"Germany","2021-04-19","Pfizer/BioNTech",16609949
"Germany","2021-04-20","Johnson&Johnson",19
"Germany","2021-04-20","Moderna",1277055
"Germany","2021-04-20","Oxford/AstraZeneca",4824493
"Germany","2021-04-20","Pfizer/BioNTech",16988687
"Germany","2021-04-21","Johnson&Johnson",19
"Germany","2021-04-21","Moderna",1317036
"Germany","2021-04-21","Oxford/AstraZeneca",5049047
"Germany","2021-04-21","Pfizer/BioNTech",17438667
"Germany","2021-04-22","Johnson&Johnson",19
"Germany","2021-04-22","Moderna",1358784
"Germany","2021-04-22","Oxford/AstraZeneca",5261534
"Germany","2021-04-22","Pfizer/BioNTech",17819308
"Germany","2021-04-23","Johnson&Johnson",28
"Germany","2021-04-23","Moderna",1401825
"Germany","2021-04-23","Oxford/AstraZeneca",5419707
"Germany","2021-04-23","Pfizer/BioNTech",18170156
"Germany","2021-04-24","Johnson&Johnson",28
"Germany","2021-04-24","Moderna",1451509
"Germany","2021-04-24","Oxford/AstraZeneca",5500729
"Germany","2021-04-24","Pfizer/BioNTech",18409331
"Germany","2021-04-25","Johnson&Johnson",28
"Germany","2021-04-25","Moderna",1485429
"Germany","2021-04-25","Oxford/AstraZeneca",5562456
"Germany","2021-04-25","Pfizer/BioNTech",18597182
"Germany","2021-04-26","Johnson&Johnson",109
"Germany","2021-04-26","Moderna",1526674
"Germany","2021-04-26","Oxford/AstraZeneca",5633837
"Germany","2021-04-26","Pfizer/BioNTech",18913003
"Germany","2021-04-27","Johnson&Johnson",570
"Germany","2021-04-27","Moderna",1578132
"Germany","2021-04-27","Oxford/AstraZeneca",5690190
"Germany","2021-04-27","Pfizer/BioNTech",19589137
"Germany","2021-04-28","Johnson&Johnson",1298
"Germany","2021-04-28","Moderna",1637165
"Germany","2021-04-28","Oxford/AstraZeneca",5743595
"Germany","2021-04-28","Pfizer/BioNTech",20597334
"Germany","2021-04-29","Johnson&Johnson",2184
"Germany","2021-04-29","Moderna",1699167
"Germany","2021-04-29","Oxford/AstraZeneca",5800178
"Germany","2021-04-29","Pfizer/BioNTech",21419437
"Germany","2021-04-30","Johnson&Johnson",3015
"Germany","2021-04-30","Moderna",1755721
"Germany","2021-04-30","Oxford/AstraZeneca",5866777
"Germany","2021-04-30","Pfizer/BioNTech",22095984
"Germany","2021-05-01","Johnson&Johnson",5585
"Germany","2021-05-01","Moderna",1796370
"Germany","2021-05-01","Oxford/AstraZeneca",5906657
"Germany","2021-05-01","Pfizer/BioNTech",22348512
"Germany","2021-05-02","Johnson&Johnson",7387
"Germany","2021-05-02","Moderna",1833612
"Germany","2021-05-02","Oxford/AstraZeneca",5935864
"Germany","2021-05-02","Pfizer/BioNTech",22543716
"Germany","2021-05-03","Johnson&Johnson",8873
"Germany","2021-05-03","Moderna",1903532
"Germany","2021-05-03","Oxford/AstraZeneca",5998603
"Germany","2021-05-03","Pfizer/BioNTech",22860377
"Germany","2021-05-04","Johnson&Johnson",11617
"Germany","2021-05-04","Moderna",1966400
